,index,II,ABP,PLETH,RESP, RESP, HR, PULSE, SpO2, NBP SYS, NBP DIAS, NBP MEAN, PlsNBP, ABP SYS, ABP DIAS, ABP MEAN,sumpt
2607,2022-06-15 06:19:02.864,99.0,127.0,168.0,53.0,,,,,,,,,,,,
2608,2022-06-15 06:19:02.872,100.0,126.0,166.0,53.0,,,,,,,,,,,,
2609,2022-06-15 06:19:02.880,100.0,126.0,163.0,52.0,,,,,,,,,,,,
2610,2022-06-15 06:19:02.888,99.0,125.0,159.0,52.0,,,,,,,,,,,,
2611,2022-06-15 06:19:02.896,100.0,124.0,156.0,52.0,,,,,,,,,,,,
2612,2022-06-15 06:19:02.904,99.0,123.0,152.0,52.0,,,,,,,,,,,,
2613,2022-06-15 06:19:02.912,100.0,123.0,147.0,52.0,,,,,,,,,,,,
2614,2022-06-15 06:19:02.920,108.0,122.0,142.0,52.0,,,,,,,,,,,,
2615,2022-06-15 06:19:02.928,134.0,121.0,136.0,52.0,,,,,,,,,,,,
2616,2022-06-15 06:19:02.936,156.0,121.0,131.0,52.0,,,,,,,,,,,,
2617,2022-06-15 06:19:02.944,113.0,120.0,127.0,52.0,,,,,,,,,,,,
2618,2022-06-15 06:19:02.952,50.0,120.0,123.0,52.0,,,,,,,,,,,,
2619,2022-06-15 06:19:02.960,44.0,119.0,119.0,52.0,,,,,,,,,,,,
2620,2022-06-15 06:19:02.968,60.0,119.0,116.0,52.0,,,,,,,,,,,,
2621,2022-06-15 06:19:02.976,80.0,118.0,114.0,53.0,,,,,,,,,,,,
2622,2022-06-15 06:19:02.984,93.0,118.0,112.0,53.0,,,,,,,,,,,,
2623,2022-06-15 06:19:02.992,101.0,118.0,111.0,53.0,,,,,,,,,,,,
2624,2022-06-15 06:19:03.000,104.0,117.0,110.0,53.0,,,,,,,,,,,,
2625,2022-06-15 06:19:03.008,106.0,117.0,109.0,53.0,,,,,,,,,,,,
2626,2022-06-15 06:19:03.016,107.0,117.0,109.0,53.0,,,,,,,,,,,,
2627,2022-06-15 06:19:03.024,108.0,116.0,108.0,53.0,,,,,,,,,,,,
2628,2022-06-15 06:19:03.032,108.0,116.0,108.0,54.0,,,,,,,,,,,,
2629,2022-06-15 06:19:03.040,108.0,115.0,107.0,54.0,,,,,,,,,,,,
2630,2022-06-15 06:19:03.048,109.0,115.0,107.0,54.0,,,,,,,,,,,,
2631,2022-06-15 06:19:03.056,109.0,114.0,106.0,54.0,,,,,,,,,,,,
2632,2022-06-15 06:19:03.064,110.0,114.0,105.0,55.0,,,,,,,,,,,,
2633,2022-06-15 06:19:03.072,111.0,113.0,103.0,55.0,,,,,,,,,,,,
2634,2022-06-15 06:19:03.080,111.0,113.0,102.0,55.0,,,,,,,,,,,,
2635,2022-06-15 06:19:03.088,110.0,112.0,101.0,55.0,,,,,,,,,,,,
2636,2022-06-15 06:19:03.096,111.0,112.0,99.0,56.0,,,,,,,,,,,,
2637,2022-06-15 06:19:03.104,111.0,111.0,98.0,56.0,,,,,,,,,,,,
2638,2022-06-15 06:19:03.112,111.0,111.0,96.0,56.0,,,,,,,,,,,,
2639,2022-06-15 06:19:03.120,111.0,111.0,95.0,57.0,,,,,,,,,,,,
2640,2022-06-15 06:19:03.128,111.0,111.0,93.0,57.0,,,,,,,,,,,,
2641,2022-06-15 06:19:03.136,110.0,111.0,92.0,57.0,,,,,,,,,,,,
2642,2022-06-15 06:19:03.144,110.0,112.0,91.0,57.0,,,,,,,,,,,,
2643,2022-06-15 06:19:03.152,110.0,115.0,90.0,58.0,,,,,,,,,,,,
2644,2022-06-15 06:19:03.160,109.0,120.0,89.0,58.0,,,,,,,,,,,,
2645,2022-06-15 06:19:03.168,108.0,127.0,89.0,58.0,,,,,,,,,,,,
2646,2022-06-15 06:19:03.176,107.0,136.0,88.0,59.0,,,,,,,,,,,,
2647,2022-06-15 06:19:03.184,106.0,147.0,87.0,59.0,,,,,,,,,,,,
2648,2022-06-15 06:19:03.192,105.0,159.0,87.0,59.0,,,,,,,,,,,,
2649,2022-06-15 06:19:03.200,103.0,171.0,86.0,59.0,,,,,,,,,,,,
2650,2022-06-15 06:19:03.208,101.0,181.0,85.0,59.0,,,,,,,,,,,,
2651,2022-06-15 06:19:03.216,100.0,190.0,85.0,60.0,,,,,,,,,,,,
2652,2022-06-15 06:19:03.224,98.0,197.0,84.0,60.0,,,,,,,,,,,,
2653,2022-06-15 06:19:03.232,96.0,201.0,83.0,60.0,,,,,,,,,,,,
2654,2022-06-15 06:19:03.240,95.0,204.0,82.0,60.0,,,,,,,,,,,,
2655,2022-06-15 06:19:03.248,94.0,205.0,82.0,60.0,,,,,,,,,,,,
2656,2022-06-15 06:19:03.256,94.0,205.0,82.0,60.0,,,,,,,,,,,,
2657,2022-06-15 06:19:03.264,93.0,205.0,82.0,60.0,,,,,,,,,,,,
2658,2022-06-15 06:19:03.272,94.0,204.0,81.0,60.0,,,,,,,,,,,,
2659,2022-06-15 06:19:03.280,95.0,203.0,81.0,60.0,,,,,,,,,,,,
2660,2022-06-15 06:19:03.288,96.0,202.0,80.0,60.0,,,,,,,,,,,,
2661,2022-06-15 06:19:03.296,98.0,201.0,79.0,60.0,,,,,,,,,,,,
2662,2022-06-15 06:19:03.304,99.0,200.0,79.0,60.0,,,,,,,,,,,,
2663,2022-06-15 06:19:03.312,99.0,200.0,78.0,60.0,,,,,,,,,,,,
2664,2022-06-15 06:19:03.320,100.0,199.0,78.0,59.0,,,,,,,,,,,,
2665,2022-06-15 06:19:03.328,100.0,199.0,78.0,59.0,,,,,,,,,,,,
2666,2022-06-15 06:19:03.336,100.0,198.0,78.0,59.0,,,,,,,,,,,,
2667,2022-06-15 06:19:03.344,100.0,198.0,78.0,59.0,,,,,,,,,,,,
2668,2022-06-15 06:19:03.352,100.0,197.0,78.0,58.0,,,,,,,,,,,,
2669,2022-06-15 06:19:03.360,100.0,196.0,77.0,58.0,,,,,,,,,,,,
2670,2022-06-15 06:19:03.368,100.0,195.0,77.0,57.0,,,,,,,,,,,,
2671,2022-06-15 06:19:03.376,101.0,194.0,77.0,57.0,,,,,,,,,,,,
2672,2022-06-15 06:19:03.384,100.0,192.0,77.0,56.0,,,,,,,,,,,,
2673,2022-06-15 06:19:03.392,101.0,189.0,77.0,56.0,,,,,,,,,,,,
2674,2022-06-15 06:19:03.400,101.0,186.0,78.0,56.0,,,,,,,,,,,,
2675,2022-06-15 06:19:03.408,101.0,181.0,79.0,55.0,,,,,,,,,,,,
2676,2022-06-15 06:19:03.416,100.0,175.0,81.0,55.0,,,,,,,,,,,,
2677,2022-06-15 06:19:03.424,102.0,168.0,86.0,55.0,,,,,,,,,,,,
2678,2022-06-15 06:19:03.432,102.0,161.0,92.0,55.0,,,,,,,,,,,,
2679,2022-06-15 06:19:03.440,101.0,155.0,100.0,54.0,,,,,,,,,,,,
2680,2022-06-15 06:19:03.448,102.0,150.0,109.0,54.0,,,,,,,,,,,,
2681,2022-06-15 06:19:03.456,101.0,145.0,120.0,54.0,,,,,,,,,,,,
2682,2022-06-15 06:19:03.464,102.0,143.0,131.0,54.0,,,,,,,,,,,,
2683,2022-06-15 06:19:03.472,101.0,141.0,142.0,54.0,,,,,,,,,,,,
2684,2022-06-15 06:19:03.480,102.0,140.0,152.0,54.0,,,,,,,,,,,,
2685,2022-06-15 06:19:03.488,101.0,140.0,160.0,54.0,,,,,,,,,,,,
2686,2022-06-15 06:19:03.496,101.0,140.0,167.0,54.0,,,,,,,,,,,,
2687,2022-06-15 06:19:03.504,101.0,141.0,171.0,54.0,,,,,,,,,,,,
2688,2022-06-15 06:19:03.512,101.0,141.0,174.0,54.0,,,,,,,,,,,,
2689,2022-06-15 06:19:03.520,101.0,142.0,177.0,54.0,,,,,,,,,,,,
2690,2022-06-15 06:19:03.528,101.0,142.0,179.0,54.0,,,,,,,,,,,,
2691,2022-06-15 06:19:03.536,101.0,142.0,179.0,54.0,,,,,,,,,,,,
2692,2022-06-15 06:19:03.544,103.0,142.0,180.0,54.0,,,,,,,,,,,,
2693,2022-06-15 06:19:03.552,103.0,141.0,180.0,54.0,,,,,,,,,,,,
2694,2022-06-15 06:19:03.560,104.0,140.0,180.0,54.0,,,,,,,,,,,,
2695,2022-06-15 06:19:03.568,104.0,139.0,180.0,54.0,,,,,,,,,,,,
2696,2022-06-15 06:19:03.576,105.0,138.0,179.0,54.0,,,,,,,,,,,,
2697,2022-06-15 06:19:03.584,104.0,137.0,179.0,54.0,,,,,,,,,,,,
2698,2022-06-15 06:19:03.592,104.0,135.0,178.0,55.0,,,,,,,,,,,,
2699,2022-06-15 06:19:03.600,104.0,134.0,177.0,55.0,,,,,,,,,,,,
2700,2022-06-15 06:19:03.608,103.0,133.0,176.0,55.0,,,,,,,,,,,,
2701,2022-06-15 06:19:03.616,102.0,132.0,175.0,55.0,,,,,,,,,,,,
2702,2022-06-15 06:19:03.624,101.0,130.0,174.0,55.0,,,,,,,,,,,,
2703,2022-06-15 06:19:03.632,100.0,129.0,173.0,55.0,,,,,,,,,,,,
2704,2022-06-15 06:19:03.640,100.0,128.0,171.0,55.0,,,,,,,,,,,,
2705,2022-06-15 06:19:03.648,100.0,127.0,169.0,55.0,,,,,,,,,,,,
2706,2022-06-15 06:19:03.656,99.0,126.0,167.0,55.0,,,,,,,,,,,,
2707,2022-06-15 06:19:03.664,100.0,125.0,164.0,55.0,,,,,,,,,,,,
2708,2022-06-15 06:19:03.672,100.0,124.0,160.0,55.0,,,,,,,,,,,,
2709,2022-06-15 06:19:03.680,100.0,124.0,155.0,55.0,,,,,,,,,,,,
2710,2022-06-15 06:19:03.688,101.0,123.0,150.0,55.0,,,,,,,,,,,,
2711,2022-06-15 06:19:03.696,110.0,122.0,146.0,55.0,,,,,,,,,,,,
2712,2022-06-15 06:19:03.704,137.0,122.0,141.0,55.0,,,,,,,,,,,,
2713,2022-06-15 06:19:03.712,155.0,121.0,136.0,55.0,,,,,,,,,,,,
2714,2022-06-15 06:19:03.720,107.0,121.0,131.0,55.0,,,,,,,,,,,,
2715,2022-06-15 06:19:03.728,49.0,120.0,127.0,56.0,,,,,,,,,,,,
2716,2022-06-15 06:19:03.736,44.0,120.0,123.0,56.0,,,,,,,,,,,,
2717,2022-06-15 06:19:03.744,62.0,119.0,119.0,56.0,,,,,,,,,,,,
2718,2022-06-15 06:19:03.752,82.0,119.0,117.0,56.0,,,,,,,,,,,,
2719,2022-06-15 06:19:03.760,95.0,119.0,115.0,56.0,,,,,,,,,,,,
2720,2022-06-15 06:19:03.768,101.0,118.0,113.0,56.0,,,,,,,,,,,,
2721,2022-06-15 06:19:03.776,105.0,118.0,112.0,56.0,,,,,,,,,,,,
2722,2022-06-15 06:19:03.784,106.0,117.0,111.0,56.0,,,,,,,,,,,,
2723,2022-06-15 06:19:03.792,107.0,117.0,110.0,56.0,,,,,,,,,,,,
2724,2022-06-15 06:19:03.800,107.0,117.0,109.0,56.0,,,,,,,,,,,,
2725,2022-06-15 06:19:03.808,108.0,116.0,109.0,57.0,,,,,,,,,,,,
2726,2022-06-15 06:19:03.816,108.0,116.0,109.0,57.0,,,,,,,,,,,,
2727,2022-06-15 06:19:03.824,109.0,115.0,108.0,57.0,,,,,,,,,,,,
2728,2022-06-15 06:19:03.832,109.0,115.0,107.0,57.0,,,,,,,,,,,,
2729,2022-06-15 06:19:03.840,110.0,114.0,107.0,57.0,,,,,,,,,,,,
2730,2022-06-15 06:19:03.848,110.0,114.0,105.0,58.0,,,,,,,,,,,,
2731,2022-06-15 06:19:03.856,111.0,113.0,104.0,58.0,,,,,,,,,,,,
2732,2022-06-15 06:19:03.864,111.0,113.0,103.0,58.0,,,,,,,,,,,,
2733,2022-06-15 06:19:03.872,110.0,112.0,101.0,58.0,,,,,,,,,,,,
2734,2022-06-15 06:19:03.880,111.0,112.0,100.0,59.0,,,,,,,,,,,,
2735,2022-06-15 06:19:03.888,111.0,111.0,98.0,59.0,,,,,,,,,,,,
2736,2022-06-15 06:19:03.896,111.0,111.0,97.0,59.0,,,,,,,,,,,,
2737,2022-06-15 06:19:03.904,110.0,111.0,96.0,59.0,,,,,,,,,,,,
2738,2022-06-15 06:19:03.912,111.0,112.0,95.0,59.0,,,,,,,,,,,,
2739,2022-06-15 06:19:03.920,110.0,113.0,94.0,60.0,,,,,,,,,,,,
2740,2022-06-15 06:19:03.928,109.0,116.0,93.0,60.0,,,,,,,,,,,,
2741,2022-06-15 06:19:03.936,109.0,121.0,92.0,60.0,,,,,,,,,,,,
2742,2022-06-15 06:19:03.944,108.0,128.0,91.0,60.0,,,,,,,,,,,,
2743,2022-06-15 06:19:03.952,106.0,137.0,90.0,61.0,,,,,,,,,,,,
2744,2022-06-15 06:19:03.960,106.0,149.0,89.0,61.0,,,,,,,,,,,,
2745,2022-06-15 06:19:03.968,104.0,160.0,88.0,61.0,,,,,,,,,,,,
2746,2022-06-15 06:19:03.976,103.0,172.0,87.0,61.0,,,,,,,,,,,,
2747,2022-06-15 06:19:03.984,101.0,182.0,86.0,61.0,,,,,,,,,,,,
2748,2022-06-15 06:19:03.992,100.0,191.0,85.0,61.0,,,,,,,,,,,,
2749,2022-06-15 06:19:04.000,98.0,198.0,84.0,62.0,,,,,,,,,,,,
2750,2022-06-15 06:19:04.008,97.0,202.0,84.0,62.0,,,,,,,,,,,,
2751,2022-06-15 06:19:04.016,95.0,204.0,83.0,62.0,,,,,,,,,,,,
2752,2022-06-15 06:19:04.024,94.0,205.0,83.0,62.0,,,,,,,,,,,,
2753,2022-06-15 06:19:04.032,93.0,205.0,83.0,62.0,,,,,,,,,,,,
2754,2022-06-15 06:19:04.040,94.0,205.0,82.0,62.0,,,,,,,,,,,,
2755,2022-06-15 06:19:04.048,95.0,204.0,82.0,62.0,,,,,,,,,,,,
2756,2022-06-15 06:19:04.056,95.0,203.0,81.0,62.0,,,,,,,,,,,,
2757,2022-06-15 06:19:04.064,96.0,202.0,81.0,62.0,,,,,,,,,,,,
2758,2022-06-15 06:19:04.072,97.0,201.0,80.0,61.0,,,,,,,,,,,,
2759,2022-06-15 06:19:04.080,99.0,200.0,79.0,61.0,,,,,,,,,,,,
2760,2022-06-15 06:19:04.088,99.0,200.0,79.0,61.0,,,,,,,,,,,,
2761,2022-06-15 06:19:04.096,100.0,199.0,79.0,61.0,,,,,,,,,,,,
2762,2022-06-15 06:19:04.104,99.0,199.0,78.0,61.0,,,,,,,,,,,,
2763,2022-06-15 06:19:04.112,100.0,198.0,78.0,60.0,,,,,,,,,,,,
2764,2022-06-15 06:19:04.120,100.0,198.0,78.0,60.0,,,,,,,,,,,,
2765,2022-06-15 06:19:04.128,100.0,197.0,78.0,60.0,,,,,,,,,,,,
2766,2022-06-15 06:19:04.136,100.0,197.0,77.0,59.0,,,,,,,,,,,,
2767,2022-06-15 06:19:04.144,101.0,196.0,77.0,59.0,,,,,,,,,,,,
2768,2022-06-15 06:19:04.152,100.0,194.0,77.0,59.0,,,,,,,,,,,,
2769,2022-06-15 06:19:04.160,101.0,193.0,77.0,58.0,,,,,,,,,,,,
2770,2022-06-15 06:19:04.168,100.0,190.0,78.0,58.0,,,,,,,,,,,,
2771,2022-06-15 06:19:04.176,101.0,187.0,78.0,57.0,,,,,,,,,,,,
2772,2022-06-15 06:19:04.184,100.0,182.0,80.0,57.0,,,,,,,,,,,,
2773,2022-06-15 06:19:04.192,101.0,176.0,83.0,57.0,,,,,,,,,,,,
2774,2022-06-15 06:19:04.200,100.0,170.0,87.0,56.0,,,,,,,,,,,,
2775,2022-06-15 06:19:04.208,101.0,163.0,93.0,56.0,,,,,,,,,,,,
2776,2022-06-15 06:19:04.216,101.0,156.0,100.0,56.0,,,,,,,,,,,,
2777,2022-06-15 06:19:04.224,101.0,150.0,109.0,56.0,,,,,,,,,,,,
2778,2022-06-15 06:19:04.232,101.0,146.0,120.0,56.0,,,,,,,,,,,,
2779,2022-06-15 06:19:04.240,101.0,143.0,130.0,55.0,,,,,,,,,,,,
2780,2022-06-15 06:19:04.248,101.0,141.0,141.0,55.0,,,,,,,,,,,,
2781,2022-06-15 06:19:04.256,101.0,140.0,151.0,55.0,,,,,,,,,,,,
2782,2022-06-15 06:19:04.264,101.0,139.0,159.0,56.0,,,,,,,,,,,,
2783,2022-06-15 06:19:04.272,101.0,139.0,166.0,56.0,,,,,,,,,,,,
2784,2022-06-15 06:19:04.280,101.0,140.0,172.0,56.0,,,,,,,,,,,,
2785,2022-06-15 06:19:04.288,101.0,140.0,176.0,56.0,,,,,,,,,,,,
2786,2022-06-15 06:19:04.296,101.0,141.0,179.0,56.0,,,,,,,,,,,,
2787,2022-06-15 06:19:04.304,100.0,141.0,180.0,56.0,,,,,,,,,,,,
2788,2022-06-15 06:19:04.312,101.0,141.0,181.0,57.0,,,,,,,,,,,,
2789,2022-06-15 06:19:04.320,100.0,141.0,181.0,57.0,,,,,,,,,,,,
2790,2022-06-15 06:19:04.328,103.0,140.0,182.0,57.0,,,,,,,,,,,,
2791,2022-06-15 06:19:04.336,103.0,140.0,182.0,58.0,,,,,,,,,,,,
2792,2022-06-15 06:19:04.344,104.0,139.0,181.0,58.0,,,,,,,,,,,,
2793,2022-06-15 06:19:04.352,104.0,137.0,181.0,58.0,,,,,,,,,,,,
2794,2022-06-15 06:19:04.360,104.0,136.0,180.0,59.0,,,,,,,,,,,,
2795,2022-06-15 06:19:04.368,104.0,135.0,180.0,59.0,,,,,,,,,,,,
2796,2022-06-15 06:19:04.376,104.0,134.0,179.0,60.0,,,,,,,,,,,,
2797,2022-06-15 06:19:04.384,103.0,132.0,178.0,60.0,,,,,,,,,,,,
2798,2022-06-15 06:19:04.392,103.0,131.0,177.0,61.0,,,,,,,,,,,,
2799,2022-06-15 06:19:04.400,101.0,130.0,176.0,61.0,,,,,,,,,,,,
2800,2022-06-15 06:19:04.408,101.0,129.0,174.0,62.0,,,,,,,,,,,,
2801,2022-06-15 06:19:04.416,100.0,128.0,172.0,62.0,,,,,,,,,,,,
2802,2022-06-15 06:19:04.424,100.0,127.0,170.0,63.0,,,,,,,,,,,,
2803,2022-06-15 06:19:04.432,100.0,126.0,168.0,63.0,,,,,,,,,,,,
2804,2022-06-15 06:19:04.440,100.0,125.0,165.0,64.0,,,,,,,,,,,,
2805,2022-06-15 06:19:04.448,99.0,124.0,162.0,64.0,,,,,,,,,,,,
2806,2022-06-15 06:19:04.456,99.0,123.0,158.0,65.0,,,,,,,,,,,,
2807,2022-06-15 06:19:04.464,99.0,123.0,153.0,66.0,,,,,,,,,,,,
2808,2022-06-15 06:19:04.472,102.0,122.0,148.0,66.0,,,,,,,,,,,,
2809,2022-06-15 06:19:04.480,116.0,121.0,142.0,67.0,,,,,,,,,,,,
2810,2022-06-15 06:19:04.488,148.0,121.0,137.0,68.0,,,,,,,,,,,,
2811,2022-06-15 06:19:04.496,160.0,120.0,132.0,69.0,,,,,,,,,,,,
2812,2022-06-15 06:19:04.504,89.0,120.0,128.0,70.0,,,,,,,,,,,,
2813,2022-06-15 06:19:04.512,45.0,119.0,125.0,72.0,,,,,,,,,,,,
2814,2022-06-15 06:19:04.520,45.0,119.0,121.0,73.0,,,,,,,,,,,,
2815,2022-06-15 06:19:04.528,66.0,118.0,118.0,74.0,,,,,,,,,,,,
2816,2022-06-15 06:19:04.536,86.0,118.0,116.0,75.0,,,,,,,,,,,,
2817,2022-06-15 06:19:04.544,97.0,117.0,114.0,76.0,,,,,,,,,,,,
2818,2022-06-15 06:19:04.552,103.0,117.0,112.0,77.0,,,,,,,,,,,,
2819,2022-06-15 06:19:04.560,105.0,117.0,111.0,79.0,,,,,,,,,,,,
2820,2022-06-15 06:19:04.568,106.0,117.0,110.0,80.0,,,,,,,,,,,,
2821,2022-06-15 06:19:04.576,107.0,116.0,109.0,81.0,,,,,,,,,,,,
2822,2022-06-15 06:19:04.584,107.0,116.0,109.0,83.0,,,,,,,,,,,,
2823,2022-06-15 06:19:04.592,109.0,115.0,108.0,84.0,,,,,,,,,,,,
2824,2022-06-15 06:19:04.600,109.0,115.0,107.0,85.0,,,,,,,,,,,,
2825,2022-06-15 06:19:04.608,109.0,114.0,106.0,87.0,,,,,,,,,,,,
2826,2022-06-15 06:19:04.616,109.0,114.0,104.0,88.0,,,,,,,,,,,,
2827,2022-06-15 06:19:04.624,110.0,113.0,103.0,89.0,,,,,,,,,,,,
2828,2022-06-15 06:19:04.632,110.0,113.0,101.0,91.0,,,,,,,,,,,,
2829,2022-06-15 06:19:04.640,110.0,112.0,100.0,92.0,,,,,,,,,,,,
2830,2022-06-15 06:19:04.648,111.0,112.0,98.0,94.0,,,,,,,,,,,,
2831,2022-06-15 06:19:04.656,111.0,111.0,97.0,96.0,,,,,,,,,,,,
2832,2022-06-15 06:19:04.664,111.0,111.0,95.0,97.0,,,,,,,,,,,,
2833,2022-06-15 06:19:04.672,110.0,110.0,94.0,99.0,,,,,,,,,,,,
2834,2022-06-15 06:19:04.680,111.0,110.0,93.0,101.0,,,,,,,,,,,,
2835,2022-06-15 06:19:04.688,110.0,110.0,92.0,103.0,,,,,,,,,,,,
2836,2022-06-15 06:19:04.696,111.0,111.0,91.0,104.0,,,,,,,,,,,,
2837,2022-06-15 06:19:04.704,110.0,113.0,90.0,106.0,,,,,,,,,,,,
2838,2022-06-15 06:19:04.712,110.0,117.0,90.0,107.0,,,,,,,,,,,,
2839,2022-06-15 06:19:04.720,108.0,122.0,89.0,109.0,,,,,,,,,,,,
2840,2022-06-15 06:19:04.728,108.0,130.0,88.0,110.0,,,,,,,,,,,,
2841,2022-06-15 06:19:04.736,106.0,141.0,87.0,112.0,,,,,,,,,,,,
2842,2022-06-15 06:19:04.744,105.0,152.0,86.0,113.0,,,,,,,,,,,,
2843,2022-06-15 06:19:04.752,104.0,164.0,85.0,115.0,,,,,,,,,,,,
2844,2022-06-15 06:19:04.760,103.0,176.0,84.0,116.0,,,,,,,,,,,,
2845,2022-06-15 06:19:04.768,101.0,187.0,84.0,117.0,,,,,,,,,,,,
2846,2022-06-15 06:19:04.776,100.0,195.0,83.0,119.0,,,,,,,,,,,,
2847,2022-06-15 06:19:04.784,97.0,201.0,82.0,120.0,,,,,,,,,,,,
2848,2022-06-15 06:19:04.792,96.0,204.0,82.0,121.0,,,,,,,,,,,,
2849,2022-06-15 06:19:04.800,94.0,206.0,82.0,123.0,,,,,,,,,,,,
2850,2022-06-15 06:19:04.808,93.0,207.0,81.0,124.0,,,,,,,,,,,,
2851,2022-06-15 06:19:04.816,93.0,207.0,81.0,125.0,,,,,,,,,,,,
2852,2022-06-15 06:19:04.824,93.0,206.0,81.0,126.0,,,,,,,,,,,,
2853,2022-06-15 06:19:04.832,94.0,205.0,80.0,128.0,,,,,,,,,,,,
2854,2022-06-15 06:19:04.840,95.0,204.0,80.0,129.0,,,,,,,,,,,,
2855,2022-06-15 06:19:04.848,96.0,203.0,79.0,130.0,,,,,,,,,,,,
2856,2022-06-15 06:19:04.856,97.0,202.0,79.0,131.0,,,,,,,,,,,,
2857,2022-06-15 06:19:04.864,97.0,202.0,78.0,132.0,,,,,,,,,,,,
2858,2022-06-15 06:19:04.872,98.0,201.0,78.0,133.0,,,,,,,,,,,,
2859,2022-06-15 06:19:04.880,99.0,201.0,77.0,134.0,,,,,,,,,,,,
2860,2022-06-15 06:19:04.888,98.0,200.0,77.0,135.0,,,,,,,,,,,,
2861,2022-06-15 06:19:04.896,99.0,200.0,77.0,135.0,,,,,,,,,,,,
2862,2022-06-15 06:19:04.904,98.0,200.0,77.0,136.0,,,,,,,,,,,,
2863,2022-06-15 06:19:04.912,99.0,199.0,77.0,137.0,,,,,,,,,,,,
2864,2022-06-15 06:19:04.920,99.0,198.0,77.0,138.0,,,,,,,,,,,,
2865,2022-06-15 06:19:04.928,99.0,197.0,77.0,138.0,,,,,,,,,,,,
2866,2022-06-15 06:19:04.936,99.0,196.0,77.0,139.0,,,,,,,,,,,,
2867,2022-06-15 06:19:04.944,99.0,194.0,76.0,140.0,,,,,,,,,,,,
2868,2022-06-15 06:19:04.952,99.0,192.0,76.0,141.0,,,,,,,,,,,,
2869,2022-06-15 06:19:04.960,100.0,189.0,77.0,142.0,,,,,,,,,,,,
2870,2022-06-15 06:19:04.968,100.0,184.0,79.0,142.0,,,,,,,,,,,,
2871,2022-06-15 06:19:04.976,101.0,179.0,82.0,143.0,,,,,,,,,,,,
2872,2022-06-15 06:19:04.984,100.0,172.0,88.0,144.0,,,,,,,,,,,,
2873,2022-06-15 06:19:04.992,101.0,166.0,94.0,145.0,,,,,,,,,,,,
2874,2022-06-15 06:19:05.000,101.0,159.0,101.0,146.0,,,,,,,,,,,,
2875,2022-06-15 06:19:05.008,101.0,153.0,110.0,147.0,,,,,,,,,,,,
2876,2022-06-15 06:19:05.016,101.0,148.0,121.0,148.0,,,,,,,,,,,,
2877,2022-06-15 06:19:05.024,101.0,145.0,131.0,149.0,,,,,,,,,,,,
2878,2022-06-15 06:19:05.032,101.0,143.0,142.0,150.0,,,,,,,,,,,,
2879,2022-06-15 06:19:05.040,101.0,141.0,151.0,151.0,,,,,,,,,,,,
2880,2022-06-15 06:19:05.048,101.0,141.0,159.0,151.0,,,,,,,,,,,,
2881,2022-06-15 06:19:05.056,101.0,141.0,165.0,152.0,,,,,,,,,,,,
2882,2022-06-15 06:19:05.064,101.0,141.0,171.0,154.0,,,,,,,,,,,,
2883,2022-06-15 06:19:05.072,101.0,142.0,175.0,154.0,,,,,,,,,,,,
2884,2022-06-15 06:19:05.080,101.0,142.0,177.0,155.0,,,,,,,,,,,,
2885,2022-06-15 06:19:05.088,100.0,142.0,179.0,156.0,,,,,,,,,,,,
2886,2022-06-15 06:19:05.096,101.0,142.0,180.0,157.0,,,,,,,,,,,,
2887,2022-06-15 06:19:05.104,103.0,142.0,180.0,158.0,,,,,,,,,,,,
2888,2022-06-15 06:19:05.112,104.0,141.0,180.0,159.0,,,,,,,,,,,,
2889,2022-06-15 06:19:05.120,103.0,141.0,180.0,160.0,,,,,,,,,,,,
2890,2022-06-15 06:19:05.128,104.0,140.0,180.0,161.0,,,,,,,,,,,,
2891,2022-06-15 06:19:05.136,104.0,139.0,180.0,162.0,,,,,,,,,,,,
2892,2022-06-15 06:19:05.144,104.0,137.0,180.0,163.0,,,,,,,,,,,,
2893,2022-06-15 06:19:05.152,103.0,136.0,180.0,164.0,,,,,,,,,,,,
2894,2022-06-15 06:19:05.160,103.0,135.0,179.0,165.0,,,,,,,,,,,,
2895,2022-06-15 06:19:05.168,102.0,134.0,178.0,166.0,,,,,,,,,,,,
2896,2022-06-15 06:19:05.176,101.0,133.0,177.0,166.0,,,,,,,,,,,,
2897,2022-06-15 06:19:05.184,100.0,131.0,176.0,167.0,,,,,,,,,,,,
2898,2022-06-15 06:19:05.192,100.0,130.0,175.0,168.0,,,,,,,,,,,,
2899,2022-06-15 06:19:05.200,99.0,129.0,173.0,168.0,,,,,,,,,,,,
2900,2022-06-15 06:19:05.208,100.0,128.0,171.0,169.0,,,,,,,,,,,,
2901,2022-06-15 06:19:05.216,99.0,127.0,169.0,170.0,,,,,,,,,,,,
2902,2022-06-15 06:19:05.224,100.0,126.0,166.0,170.0,,,,,,,,,,,,
2903,2022-06-15 06:19:05.232,100.0,125.0,163.0,171.0,,,,,,,,,,,,
2904,2022-06-15 06:19:05.240,99.0,125.0,159.0,172.0,,,,,,,,,,,,
2905,2022-06-15 06:19:05.248,102.0,124.0,155.0,172.0,,,,,,,,,,,,
2906,2022-06-15 06:19:05.256,120.0,123.0,150.0,173.0,,,,,,,,,,,,
2907,2022-06-15 06:19:05.264,155.0,122.0,145.0,173.0,,,,,,,,,,,,
2908,2022-06-15 06:19:05.272,166.0,122.0,139.0,174.0,,,,,,,,,,,,
