,index,II,ABP,PLETH,RESP, RESP, HR, PULSE, SpO2, NBP SYS, NBP DIAS, NBP MEAN, PlsNBP, ABP SYS, ABP DIAS, ABP MEAN,sumpt
1076,2022-06-15 06:18:50.616,100.0,183.0,82.0,48.0,,,,,,,,,,,,
1077,2022-06-15 06:18:50.624,101.0,175.0,86.0,47.0,,,,,,,,,,,,
1078,2022-06-15 06:18:50.632,100.0,167.0,92.0,47.0,,,,,,,,,,,,
1079,2022-06-15 06:18:50.640,101.0,160.0,98.0,47.0,,,,,,,,,,,,
1080,2022-06-15 06:18:50.648,101.0,154.0,106.0,47.0,,,,,,,,,,,,
1081,2022-06-15 06:18:50.656,100.0,150.0,115.0,46.0,,,,,,,,,,,,
1082,2022-06-15 06:18:50.664,101.0,147.0,125.0,46.0,,,,,,,,,,,,
1083,2022-06-15 06:18:50.672,100.0,145.0,135.0,46.0,,,,,,,,,,,,
1084,2022-06-15 06:18:50.680,101.0,144.0,145.0,46.0,,,,,,,,,,,,
1085,2022-06-15 06:18:50.688,101.0,144.0,154.0,46.0,,,,,,,,,,,,
1086,2022-06-15 06:18:50.696,103.0,145.0,161.0,46.0,,,,,,,,,,,,
1087,2022-06-15 06:18:50.704,103.0,145.0,167.0,46.0,,,,,,,,,,,,
1088,2022-06-15 06:18:50.712,103.0,146.0,171.0,46.0,,,,,,,,,,,,
1089,2022-06-15 06:18:50.720,103.0,147.0,174.0,46.0,,,,,,,,,,,,
1090,2022-06-15 06:18:50.728,104.0,147.0,176.0,46.0,,,,,,,,,,,,
1091,2022-06-15 06:18:50.736,103.0,147.0,176.0,46.0,,,,,,,,,,,,
1092,2022-06-15 06:18:50.744,104.0,146.0,176.0,46.0,,,,,,,,,,,,
1093,2022-06-15 06:18:50.752,103.0,146.0,176.0,46.0,,,,,,,,,,,,
1094,2022-06-15 06:18:50.760,102.0,145.0,176.0,46.0,,,,,,,,,,,,
1095,2022-06-15 06:18:50.768,100.0,144.0,175.0,46.0,,,,,,,,,,,,
1096,2022-06-15 06:18:50.776,100.0,142.0,174.0,46.0,,,,,,,,,,,,
1097,2022-06-15 06:18:50.784,100.0,141.0,174.0,47.0,,,,,,,,,,,,
1098,2022-06-15 06:18:50.792,100.0,139.0,173.0,47.0,,,,,,,,,,,,
1099,2022-06-15 06:18:50.800,99.0,138.0,172.0,47.0,,,,,,,,,,,,
1100,2022-06-15 06:18:50.808,99.0,136.0,172.0,47.0,,,,,,,,,,,,
1101,2022-06-15 06:18:50.816,99.0,135.0,171.0,47.0,,,,,,,,,,,,
1102,2022-06-15 06:18:50.824,99.0,134.0,171.0,47.0,,,,,,,,,,,,
1103,2022-06-15 06:18:50.832,99.0,132.0,170.0,47.0,,,,,,,,,,,,
1104,2022-06-15 06:18:50.840,101.0,131.0,169.0,47.0,,,,,,,,,,,,
1105,2022-06-15 06:18:50.848,112.0,130.0,167.0,47.0,,,,,,,,,,,,
1106,2022-06-15 06:18:50.856,142.0,129.0,165.0,48.0,,,,,,,,,,,,
1107,2022-06-15 06:18:50.864,156.0,129.0,162.0,48.0,,,,,,,,,,,,
1108,2022-06-15 06:18:50.872,96.0,128.0,159.0,48.0,,,,,,,,,,,,
1109,2022-06-15 06:18:50.880,46.0,127.0,155.0,48.0,,,,,,,,,,,,
1110,2022-06-15 06:18:50.888,44.0,126.0,150.0,48.0,,,,,,,,,,,,
1111,2022-06-15 06:18:50.896,64.0,126.0,145.0,48.0,,,,,,,,,,,,
1112,2022-06-15 06:18:50.904,85.0,125.0,139.0,48.0,,,,,,,,,,,,
1113,2022-06-15 06:18:50.912,96.0,125.0,133.0,48.0,,,,,,,,,,,,
1114,2022-06-15 06:18:50.920,103.0,125.0,128.0,49.0,,,,,,,,,,,,
1115,2022-06-15 06:18:50.928,106.0,124.0,124.0,49.0,,,,,,,,,,,,
1116,2022-06-15 06:18:50.936,106.0,124.0,120.0,49.0,,,,,,,,,,,,
1117,2022-06-15 06:18:50.944,107.0,123.0,117.0,49.0,,,,,,,,,,,,
1118,2022-06-15 06:18:50.952,107.0,123.0,115.0,49.0,,,,,,,,,,,,
1119,2022-06-15 06:18:50.960,109.0,122.0,113.0,49.0,,,,,,,,,,,,
1120,2022-06-15 06:18:50.968,109.0,122.0,112.0,50.0,,,,,,,,,,,,
1121,2022-06-15 06:18:50.976,110.0,121.0,111.0,50.0,,,,,,,,,,,,
1122,2022-06-15 06:18:50.984,109.0,121.0,110.0,50.0,,,,,,,,,,,,
1123,2022-06-15 06:18:50.992,110.0,120.0,110.0,50.0,,,,,,,,,,,,
1124,2022-06-15 06:18:51.000,110.0,119.0,109.0,51.0,,,,,,,,,,,,
1125,2022-06-15 06:18:51.008,111.0,119.0,109.0,51.0,,,,,,,,,,,,
1126,2022-06-15 06:18:51.016,111.0,118.0,108.0,51.0,,,,,,,,,,,,
1127,2022-06-15 06:18:51.024,111.0,118.0,107.0,52.0,,,,,,,,,,,,
1128,2022-06-15 06:18:51.032,111.0,117.0,105.0,52.0,,,,,,,,,,,,
1129,2022-06-15 06:18:51.040,110.0,117.0,104.0,52.0,,,,,,,,,,,,
1130,2022-06-15 06:18:51.048,111.0,116.0,103.0,53.0,,,,,,,,,,,,
1131,2022-06-15 06:18:51.056,110.0,117.0,102.0,53.0,,,,,,,,,,,,
1132,2022-06-15 06:18:51.064,111.0,117.0,100.0,53.0,,,,,,,,,,,,
1133,2022-06-15 06:18:51.072,110.0,119.0,99.0,53.0,,,,,,,,,,,,
1134,2022-06-15 06:18:51.080,110.0,123.0,97.0,54.0,,,,,,,,,,,,
1135,2022-06-15 06:18:51.088,109.0,129.0,96.0,54.0,,,,,,,,,,,,
1136,2022-06-15 06:18:51.096,108.0,137.0,94.0,54.0,,,,,,,,,,,,
1137,2022-06-15 06:18:51.104,107.0,148.0,93.0,55.0,,,,,,,,,,,,
1138,2022-06-15 06:18:51.112,106.0,160.0,92.0,55.0,,,,,,,,,,,,
1139,2022-06-15 06:18:51.120,104.0,173.0,91.0,55.0,,,,,,,,,,,,
1140,2022-06-15 06:18:51.128,104.0,185.0,90.0,56.0,,,,,,,,,,,,
1141,2022-06-15 06:18:51.136,102.0,195.0,89.0,56.0,,,,,,,,,,,,
1142,2022-06-15 06:18:51.144,101.0,203.0,88.0,56.0,,,,,,,,,,,,
1143,2022-06-15 06:18:51.152,99.0,209.0,87.0,56.0,,,,,,,,,,,,
1144,2022-06-15 06:18:51.160,98.0,212.0,87.0,57.0,,,,,,,,,,,,
1145,2022-06-15 06:18:51.168,96.0,214.0,86.0,57.0,,,,,,,,,,,,
1146,2022-06-15 06:18:51.176,95.0,214.0,85.0,57.0,,,,,,,,,,,,
1147,2022-06-15 06:18:51.184,95.0,214.0,84.0,57.0,,,,,,,,,,,,
1148,2022-06-15 06:18:51.192,96.0,213.0,83.0,57.0,,,,,,,,,,,,
1149,2022-06-15 06:18:51.200,96.0,212.0,83.0,57.0,,,,,,,,,,,,
1150,2022-06-15 06:18:51.208,97.0,211.0,82.0,57.0,,,,,,,,,,,,
1151,2022-06-15 06:18:51.216,98.0,210.0,82.0,57.0,,,,,,,,,,,,
1152,2022-06-15 06:18:51.224,99.0,209.0,82.0,57.0,,,,,,,,,,,,
1153,2022-06-15 06:18:51.232,99.0,209.0,81.0,56.0,,,,,,,,,,,,
1154,2022-06-15 06:18:51.240,99.0,208.0,81.0,56.0,,,,,,,,,,,,
1155,2022-06-15 06:18:51.248,100.0,208.0,81.0,56.0,,,,,,,,,,,,
1156,2022-06-15 06:18:51.256,100.0,208.0,80.0,56.0,,,,,,,,,,,,
1157,2022-06-15 06:18:51.264,100.0,207.0,80.0,55.0,,,,,,,,,,,,
1158,2022-06-15 06:18:51.272,100.0,207.0,80.0,55.0,,,,,,,,,,,,
1159,2022-06-15 06:18:51.280,100.0,206.0,79.0,55.0,,,,,,,,,,,,
1160,2022-06-15 06:18:51.288,100.0,206.0,79.0,54.0,,,,,,,,,,,,
1161,2022-06-15 06:18:51.296,100.0,204.0,78.0,54.0,,,,,,,,,,,,
1162,2022-06-15 06:18:51.304,100.0,203.0,78.0,53.0,,,,,,,,,,,,
1163,2022-06-15 06:18:51.312,101.0,200.0,77.0,53.0,,,,,,,,,,,,
1164,2022-06-15 06:18:51.320,100.0,197.0,77.0,53.0,,,,,,,,,,,,
1165,2022-06-15 06:18:51.328,101.0,192.0,78.0,53.0,,,,,,,,,,,,
1166,2022-06-15 06:18:51.336,100.0,186.0,80.0,52.0,,,,,,,,,,,,
1167,2022-06-15 06:18:51.344,100.0,179.0,83.0,52.0,,,,,,,,,,,,
1168,2022-06-15 06:18:51.352,100.0,171.0,88.0,52.0,,,,,,,,,,,,
1169,2022-06-15 06:18:51.360,101.0,164.0,95.0,52.0,,,,,,,,,,,,
1170,2022-06-15 06:18:51.368,100.0,157.0,103.0,52.0,,,,,,,,,,,,
1171,2022-06-15 06:18:51.376,101.0,152.0,113.0,51.0,,,,,,,,,,,,
1172,2022-06-15 06:18:51.384,101.0,148.0,124.0,51.0,,,,,,,,,,,,
1173,2022-06-15 06:18:51.392,101.0,146.0,135.0,51.0,,,,,,,,,,,,
1174,2022-06-15 06:18:51.400,100.0,145.0,144.0,51.0,,,,,,,,,,,,
1175,2022-06-15 06:18:51.408,101.0,144.0,153.0,51.0,,,,,,,,,,,,
1176,2022-06-15 06:18:51.416,101.0,145.0,161.0,51.0,,,,,,,,,,,,
1177,2022-06-15 06:18:51.424,103.0,145.0,167.0,51.0,,,,,,,,,,,,
1178,2022-06-15 06:18:51.432,103.0,146.0,171.0,51.0,,,,,,,,,,,,
1179,2022-06-15 06:18:51.440,103.0,146.0,173.0,51.0,,,,,,,,,,,,
1180,2022-06-15 06:18:51.448,103.0,147.0,175.0,52.0,,,,,,,,,,,,
1181,2022-06-15 06:18:51.456,104.0,147.0,176.0,52.0,,,,,,,,,,,,
1182,2022-06-15 06:18:51.464,104.0,146.0,176.0,52.0,,,,,,,,,,,,
1183,2022-06-15 06:18:51.472,104.0,146.0,176.0,52.0,,,,,,,,,,,,
1184,2022-06-15 06:18:51.480,103.0,145.0,176.0,52.0,,,,,,,,,,,,
1185,2022-06-15 06:18:51.488,102.0,144.0,175.0,52.0,,,,,,,,,,,,
1186,2022-06-15 06:18:51.496,101.0,143.0,175.0,52.0,,,,,,,,,,,,
1187,2022-06-15 06:18:51.504,100.0,141.0,174.0,52.0,,,,,,,,,,,,
1188,2022-06-15 06:18:51.512,99.0,140.0,174.0,52.0,,,,,,,,,,,,
1189,2022-06-15 06:18:51.520,99.0,138.0,173.0,52.0,,,,,,,,,,,,
1190,2022-06-15 06:18:51.528,99.0,137.0,173.0,52.0,,,,,,,,,,,,
1191,2022-06-15 06:18:51.536,99.0,135.0,172.0,53.0,,,,,,,,,,,,
1192,2022-06-15 06:18:51.544,99.0,134.0,171.0,53.0,,,,,,,,,,,,
1193,2022-06-15 06:18:51.552,99.0,133.0,170.0,53.0,,,,,,,,,,,,
1194,2022-06-15 06:18:51.560,99.0,131.0,169.0,53.0,,,,,,,,,,,,
1195,2022-06-15 06:18:51.568,101.0,130.0,168.0,53.0,,,,,,,,,,,,
1196,2022-06-15 06:18:51.576,115.0,129.0,165.0,53.0,,,,,,,,,,,,
1197,2022-06-15 06:18:51.584,145.0,128.0,163.0,53.0,,,,,,,,,,,,
1198,2022-06-15 06:18:51.592,157.0,127.0,159.0,54.0,,,,,,,,,,,,
1199,2022-06-15 06:18:51.600,85.0,126.0,155.0,54.0,,,,,,,,,,,,
1200,2022-06-15 06:18:51.608,44.0,126.0,151.0,54.0,,,,,,,,,,,,
1201,2022-06-15 06:18:51.616,49.0,125.0,144.0,54.0,,,,,,,,,,,,
1202,2022-06-15 06:18:51.624,67.0,124.0,138.0,54.0,,,,,,,,,,,,
1203,2022-06-15 06:18:51.632,86.0,124.0,134.0,55.0,,,,,,,,,,,,
1204,2022-06-15 06:18:51.640,97.0,123.0,130.0,55.0,,,,,,,,,,,,
1205,2022-06-15 06:18:51.648,103.0,123.0,125.0,55.0,,,,,,,,,,,,
1206,2022-06-15 06:18:51.656,105.0,123.0,120.0,55.0,,,,,,,,,,,,
1207,2022-06-15 06:18:51.664,107.0,122.0,117.0,56.0,,,,,,,,,,,,
1208,2022-06-15 06:18:51.672,108.0,122.0,115.0,56.0,,,,,,,,,,,,
1209,2022-06-15 06:18:51.680,108.0,121.0,113.0,57.0,,,,,,,,,,,,
1210,2022-06-15 06:18:51.688,109.0,121.0,111.0,57.0,,,,,,,,,,,,
1211,2022-06-15 06:18:51.696,109.0,120.0,110.0,58.0,,,,,,,,,,,,
1212,2022-06-15 06:18:51.704,109.0,120.0,109.0,58.0,,,,,,,,,,,,
1213,2022-06-15 06:18:51.712,109.0,119.0,108.0,59.0,,,,,,,,,,,,
1214,2022-06-15 06:18:51.720,110.0,119.0,107.0,59.0,,,,,,,,,,,,
1215,2022-06-15 06:18:51.728,110.0,118.0,107.0,60.0,,,,,,,,,,,,
1216,2022-06-15 06:18:51.736,110.0,117.0,106.0,61.0,,,,,,,,,,,,
1217,2022-06-15 06:18:51.744,111.0,117.0,106.0,61.0,,,,,,,,,,,,
1218,2022-06-15 06:18:51.752,111.0,116.0,105.0,62.0,,,,,,,,,,,,
1219,2022-06-15 06:18:51.760,111.0,115.0,104.0,63.0,,,,,,,,,,,,
1220,2022-06-15 06:18:51.768,111.0,115.0,103.0,64.0,,,,,,,,,,,,
1221,2022-06-15 06:18:51.776,111.0,115.0,101.0,65.0,,,,,,,,,,,,
1222,2022-06-15 06:18:51.784,111.0,115.0,100.0,66.0,,,,,,,,,,,,
1223,2022-06-15 06:18:51.792,111.0,116.0,98.0,67.0,,,,,,,,,,,,
1224,2022-06-15 06:18:51.800,110.0,118.0,96.0,68.0,,,,,,,,,,,,
1225,2022-06-15 06:18:51.808,109.0,122.0,94.0,69.0,,,,,,,,,,,,
1226,2022-06-15 06:18:51.816,109.0,129.0,93.0,70.0,,,,,,,,,,,,
1227,2022-06-15 06:18:51.824,108.0,137.0,91.0,71.0,,,,,,,,,,,,
1228,2022-06-15 06:18:51.832,107.0,148.0,89.0,72.0,,,,,,,,,,,,
1229,2022-06-15 06:18:51.840,106.0,161.0,89.0,73.0,,,,,,,,,,,,
1230,2022-06-15 06:18:51.848,104.0,174.0,88.0,75.0,,,,,,,,,,,,
1231,2022-06-15 06:18:51.856,103.0,186.0,87.0,76.0,,,,,,,,,,,,
1232,2022-06-15 06:18:51.864,102.0,196.0,86.0,78.0,,,,,,,,,,,,
1233,2022-06-15 06:18:51.872,100.0,204.0,85.0,79.0,,,,,,,,,,,,
1234,2022-06-15 06:18:51.880,98.0,209.0,84.0,81.0,,,,,,,,,,,,
1235,2022-06-15 06:18:51.888,97.0,212.0,83.0,82.0,,,,,,,,,,,,
1236,2022-06-15 06:18:51.896,96.0,214.0,83.0,84.0,,,,,,,,,,,,
1237,2022-06-15 06:18:51.904,95.0,214.0,82.0,85.0,,,,,,,,,,,,
1238,2022-06-15 06:18:51.912,95.0,213.0,82.0,87.0,,,,,,,,,,,,
1239,2022-06-15 06:18:51.920,94.0,212.0,81.0,88.0,,,,,,,,,,,,
1240,2022-06-15 06:18:51.928,95.0,211.0,81.0,89.0,,,,,,,,,,,,
1241,2022-06-15 06:18:51.936,96.0,210.0,81.0,91.0,,,,,,,,,,,,
1242,2022-06-15 06:18:51.944,98.0,209.0,80.0,92.0,,,,,,,,,,,,
1243,2022-06-15 06:18:51.952,98.0,208.0,80.0,93.0,,,,,,,,,,,,
1244,2022-06-15 06:18:51.960,99.0,208.0,80.0,95.0,,,,,,,,,,,,
1245,2022-06-15 06:18:51.968,98.0,208.0,79.0,96.0,,,,,,,,,,,,
1246,2022-06-15 06:18:51.976,99.0,207.0,79.0,97.0,,,,,,,,,,,,
1247,2022-06-15 06:18:51.984,98.0,207.0,78.0,98.0,,,,,,,,,,,,
1248,2022-06-15 06:18:51.992,99.0,207.0,78.0,99.0,,,,,,,,,,,,
1249,2022-06-15 06:18:52.000,99.0,206.0,77.0,100.0,,,,,,,,,,,,
1250,2022-06-15 06:18:52.008,99.0,206.0,77.0,101.0,,,,,,,,,,,,
1251,2022-06-15 06:18:52.016,99.0,205.0,76.0,103.0,,,,,,,,,,,,
1252,2022-06-15 06:18:52.024,100.0,204.0,76.0,104.0,,,,,,,,,,,,
1253,2022-06-15 06:18:52.032,100.0,202.0,75.0,105.0,,,,,,,,,,,,
1254,2022-06-15 06:18:52.040,100.0,200.0,75.0,106.0,,,,,,,,,,,,
1255,2022-06-15 06:18:52.048,100.0,197.0,75.0,107.0,,,,,,,,,,,,
1256,2022-06-15 06:18:52.056,100.0,192.0,76.0,108.0,,,,,,,,,,,,
1257,2022-06-15 06:18:52.064,100.0,186.0,77.0,109.0,,,,,,,,,,,,
1258,2022-06-15 06:18:52.072,100.0,179.0,80.0,110.0,,,,,,,,,,,,
1259,2022-06-15 06:18:52.080,100.0,172.0,85.0,112.0,,,,,,,,,,,,
1260,2022-06-15 06:18:52.088,100.0,164.0,92.0,113.0,,,,,,,,,,,,
1261,2022-06-15 06:18:52.096,101.0,157.0,101.0,114.0,,,,,,,,,,,,
1262,2022-06-15 06:18:52.104,101.0,152.0,114.0,115.0,,,,,,,,,,,,
1263,2022-06-15 06:18:52.112,101.0,148.0,127.0,117.0,,,,,,,,,,,,
1264,2022-06-15 06:18:52.120,100.0,145.0,136.0,118.0,,,,,,,,,,,,
1265,2022-06-15 06:18:52.128,101.0,144.0,144.0,119.0,,,,,,,,,,,,
1266,2022-06-15 06:18:52.136,100.0,143.0,151.0,120.0,,,,,,,,,,,,
1267,2022-06-15 06:18:52.144,101.0,144.0,158.0,121.0,,,,,,,,,,,,
1268,2022-06-15 06:18:52.152,103.0,144.0,164.0,123.0,,,,,,,,,,,,
1269,2022-06-15 06:18:52.160,103.0,145.0,169.0,124.0,,,,,,,,,,,,
1270,2022-06-15 06:18:52.168,103.0,145.0,172.0,125.0,,,,,,,,,,,,
1271,2022-06-15 06:18:52.176,104.0,146.0,174.0,127.0,,,,,,,,,,,,
1272,2022-06-15 06:18:52.184,104.0,146.0,175.0,129.0,,,,,,,,,,,,
1273,2022-06-15 06:18:52.192,104.0,146.0,175.0,130.0,,,,,,,,,,,,
1274,2022-06-15 06:18:52.200,104.0,145.0,175.0,132.0,,,,,,,,,,,,
1275,2022-06-15 06:18:52.208,103.0,144.0,174.0,133.0,,,,,,,,,,,,
1276,2022-06-15 06:18:52.216,102.0,143.0,174.0,135.0,,,,,,,,,,,,
1277,2022-06-15 06:18:52.224,101.0,142.0,173.0,136.0,,,,,,,,,,,,
1278,2022-06-15 06:18:52.232,100.0,141.0,172.0,137.0,,,,,,,,,,,,
1279,2022-06-15 06:18:52.240,100.0,139.0,172.0,138.0,,,,,,,,,,,,
1280,2022-06-15 06:18:52.248,100.0,138.0,172.0,140.0,,,,,,,,,,,,
1281,2022-06-15 06:18:52.256,99.0,136.0,171.0,141.0,,,,,,,,,,,,
1282,2022-06-15 06:18:52.264,99.0,135.0,171.0,142.0,,,,,,,,,,,,
1283,2022-06-15 06:18:52.272,99.0,134.0,170.0,144.0,,,,,,,,,,,,
1284,2022-06-15 06:18:52.280,100.0,132.0,170.0,145.0,,,,,,,,,,,,
1285,2022-06-15 06:18:52.288,99.0,131.0,169.0,146.0,,,,,,,,,,,,
1286,2022-06-15 06:18:52.296,102.0,130.0,167.0,147.0,,,,,,,,,,,,
1287,2022-06-15 06:18:52.304,117.0,129.0,165.0,148.0,,,,,,,,,,,,
1288,2022-06-15 06:18:52.312,153.0,128.0,163.0,150.0,,,,,,,,,,,,
1289,2022-06-15 06:18:52.320,166.0,127.0,159.0,151.0,,,,,,,,,,,,
1290,2022-06-15 06:18:52.328,87.0,127.0,156.0,152.0,,,,,,,,,,,,
1291,2022-06-15 06:18:52.336,46.0,126.0,152.0,153.0,,,,,,,,,,,,
1292,2022-06-15 06:18:52.344,52.0,125.0,148.0,155.0,,,,,,,,,,,,
1293,2022-06-15 06:18:52.352,68.0,125.0,143.0,156.0,,,,,,,,,,,,
1294,2022-06-15 06:18:52.360,87.0,124.0,137.0,157.0,,,,,,,,,,,,
1295,2022-06-15 06:18:52.368,97.0,124.0,132.0,158.0,,,,,,,,,,,,
1296,2022-06-15 06:18:52.376,103.0,123.0,127.0,159.0,,,,,,,,,,,,
1297,2022-06-15 06:18:52.384,105.0,123.0,122.0,160.0,,,,,,,,,,,,
1298,2022-06-15 06:18:52.392,107.0,123.0,118.0,161.0,,,,,,,,,,,,
1299,2022-06-15 06:18:52.400,107.0,122.0,115.0,163.0,,,,,,,,,,,,
1300,2022-06-15 06:18:52.408,108.0,122.0,113.0,164.0,,,,,,,,,,,,
1301,2022-06-15 06:18:52.416,108.0,121.0,111.0,165.0,,,,,,,,,,,,
1302,2022-06-15 06:18:52.424,109.0,121.0,110.0,166.0,,,,,,,,,,,,
1303,2022-06-15 06:18:52.432,109.0,120.0,109.0,167.0,,,,,,,,,,,,
1304,2022-06-15 06:18:52.440,110.0,120.0,109.0,168.0,,,,,,,,,,,,
1305,2022-06-15 06:18:52.448,110.0,119.0,108.0,169.0,,,,,,,,,,,,
1306,2022-06-15 06:18:52.456,110.0,118.0,107.0,170.0,,,,,,,,,,,,
1307,2022-06-15 06:18:52.464,111.0,118.0,106.0,171.0,,,,,,,,,,,,
1308,2022-06-15 06:18:52.472,110.0,117.0,105.0,172.0,,,,,,,,,,,,
1309,2022-06-15 06:18:52.480,111.0,117.0,103.0,173.0,,,,,,,,,,,,
1310,2022-06-15 06:18:52.488,111.0,116.0,101.0,174.0,,,,,,,,,,,,
1311,2022-06-15 06:18:52.496,111.0,116.0,100.0,175.0,,,,,,,,,,,,
1312,2022-06-15 06:18:52.504,110.0,116.0,99.0,176.0,,,,,,,,,,,,
1313,2022-06-15 06:18:52.512,111.0,116.0,98.0,177.0,,,,,,,,,,,,
1314,2022-06-15 06:18:52.520,110.0,117.0,97.0,178.0,,,,,,,,,,,,
1315,2022-06-15 06:18:52.528,110.0,120.0,96.0,179.0,,,,,,,,,,,,
1316,2022-06-15 06:18:52.536,109.0,124.0,96.0,180.0,,,,,,,,,,,,
1317,2022-06-15 06:18:52.544,109.0,131.0,94.0,181.0,,,,,,,,,,,,
1318,2022-06-15 06:18:52.552,108.0,140.0,93.0,182.0,,,,,,,,,,,,
1319,2022-06-15 06:18:52.560,107.0,151.0,92.0,182.0,,,,,,,,,,,,
1320,2022-06-15 06:18:52.568,105.0,164.0,90.0,183.0,,,,,,,,,,,,
1321,2022-06-15 06:18:52.576,104.0,177.0,89.0,184.0,,,,,,,,,,,,
1322,2022-06-15 06:18:52.584,103.0,189.0,87.0,185.0,,,,,,,,,,,,
1323,2022-06-15 06:18:52.592,102.0,199.0,86.0,186.0,,,,,,,,,,,,
1324,2022-06-15 06:18:52.600,99.0,207.0,85.0,187.0,,,,,,,,,,,,
1325,2022-06-15 06:18:52.608,98.0,212.0,84.0,187.0,,,,,,,,,,,,
1326,2022-06-15 06:18:52.616,96.0,214.0,84.0,188.0,,,,,,,,,,,,
1327,2022-06-15 06:18:52.624,95.0,215.0,83.0,189.0,,,,,,,,,,,,
1328,2022-06-15 06:18:52.632,94.0,215.0,83.0,189.0,,,,,,,,,,,,
1329,2022-06-15 06:18:52.640,94.0,214.0,83.0,190.0,,,,,,,,,,,,
1330,2022-06-15 06:18:52.648,94.0,213.0,82.0,191.0,,,,,,,,,,,,
1331,2022-06-15 06:18:52.656,95.0,212.0,82.0,191.0,,,,,,,,,,,,
1332,2022-06-15 06:18:52.664,96.0,211.0,81.0,192.0,,,,,,,,,,,,
1333,2022-06-15 06:18:52.672,97.0,210.0,80.0,192.0,,,,,,,,,,,,
1334,2022-06-15 06:18:52.680,97.0,210.0,80.0,192.0,,,,,,,,,,,,
1335,2022-06-15 06:18:52.688,98.0,209.0,80.0,193.0,,,,,,,,,,,,
1336,2022-06-15 06:18:52.696,98.0,209.0,79.0,193.0,,,,,,,,,,,,
1337,2022-06-15 06:18:52.704,98.0,209.0,79.0,193.0,,,,,,,,,,,,
1338,2022-06-15 06:18:52.712,98.0,209.0,78.0,194.0,,,,,,,,,,,,
1339,2022-06-15 06:18:52.720,97.0,208.0,78.0,194.0,,,,,,,,,,,,
1340,2022-06-15 06:18:52.728,98.0,208.0,78.0,194.0,,,,,,,,,,,,
1341,2022-06-15 06:18:52.736,97.0,207.0,77.0,194.0,,,,,,,,,,,,
1342,2022-06-15 06:18:52.744,97.0,206.0,77.0,194.0,,,,,,,,,,,,
1343,2022-06-15 06:18:52.752,97.0,205.0,76.0,194.0,,,,,,,,,,,,
1344,2022-06-15 06:18:52.760,98.0,204.0,76.0,194.0,,,,,,,,,,,,
1345,2022-06-15 06:18:52.768,98.0,201.0,76.0,194.0,,,,,,,,,,,,
1346,2022-06-15 06:18:52.776,98.0,198.0,77.0,194.0,,,,,,,,,,,,
1347,2022-06-15 06:18:52.784,99.0,194.0,78.0,194.0,,,,,,,,,,,,
1348,2022-06-15 06:18:52.792,99.0,188.0,81.0,194.0,,,,,,,,,,,,
1349,2022-06-15 06:18:52.800,98.0,181.0,88.0,194.0,,,,,,,,,,,,
1350,2022-06-15 06:18:52.808,99.0,174.0,96.0,194.0,,,,,,,,,,,,
1351,2022-06-15 06:18:52.816,99.0,166.0,103.0,194.0,,,,,,,,,,,,
1352,2022-06-15 06:18:52.824,100.0,159.0,110.0,194.0,,,,,,,,,,,,
1353,2022-06-15 06:18:52.832,100.0,153.0,122.0,194.0,,,,,,,,,,,,
1354,2022-06-15 06:18:52.840,100.0,149.0,133.0,194.0,,,,,,,,,,,,
1355,2022-06-15 06:18:52.848,100.0,146.0,143.0,194.0,,,,,,,,,,,,
1356,2022-06-15 06:18:52.856,100.0,145.0,153.0,194.0,,,,,,,,,,,,
1357,2022-06-15 06:18:52.864,100.0,144.0,161.0,194.0,,,,,,,,,,,,
1358,2022-06-15 06:18:52.872,100.0,144.0,168.0,194.0,,,,,,,,,,,,
1359,2022-06-15 06:18:52.880,100.0,145.0,172.0,194.0,,,,,,,,,,,,
1360,2022-06-15 06:18:52.888,100.0,145.0,175.0,194.0,,,,,,,,,,,,
1361,2022-06-15 06:18:52.896,102.0,146.0,177.0,193.0,,,,,,,,,,,,
1362,2022-06-15 06:18:52.904,103.0,146.0,177.0,193.0,,,,,,,,,,,,
1363,2022-06-15 06:18:52.912,103.0,146.0,178.0,193.0,,,,,,,,,,,,
1364,2022-06-15 06:18:52.920,103.0,146.0,177.0,193.0,,,,,,,,,,,,
1365,2022-06-15 06:18:52.928,105.0,146.0,177.0,192.0,,,,,,,,,,,,
1366,2022-06-15 06:18:52.936,105.0,145.0,176.0,192.0,,,,,,,,,,,,
1367,2022-06-15 06:18:52.944,105.0,144.0,176.0,191.0,,,,,,,,,,,,
1368,2022-06-15 06:18:52.952,104.0,143.0,175.0,191.0,,,,,,,,,,,,
1369,2022-06-15 06:18:52.960,104.0,141.0,175.0,190.0,,,,,,,,,,,,
1370,2022-06-15 06:18:52.968,102.0,140.0,175.0,189.0,,,,,,,,,,,,
1371,2022-06-15 06:18:52.976,101.0,138.0,175.0,188.0,,,,,,,,,,,,
1372,2022-06-15 06:18:52.984,100.0,137.0,174.0,187.0,,,,,,,,,,,,
1373,2022-06-15 06:18:52.992,100.0,136.0,174.0,186.0,,,,,,,,,,,,
1374,2022-06-15 06:18:53.000,100.0,134.0,173.0,185.0,,,,,,,,,,,,
1375,2022-06-15 06:18:53.008,100.0,133.0,172.0,183.0,,,,,,,,,,,,
1376,2022-06-15 06:18:53.016,99.0,132.0,171.0,182.0,,,,,,,,,,,,
1377,2022-06-15 06:18:53.024,100.0,131.0,169.0,181.0,,,,,,,,,,,,
